,Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD,extras/pool_name
406,8/28/11,8.831,5473,21153,10448,1805701,1.06E+13,4830,1618963,0.00728,0,12.414,289.826,136.721,18476,29.05,0.0794,AntPool
742,7/29/12,8.799,34317,88329,26428,1866391,1.36E+13,5371,9229877,0.00474,0.0044,8.675,281.078,16.932,35978,24.812,0.223,AntPool
317,5/31/11,8.771,5913,17075,10273,434877,3.33E+12,19792,2456335,0.0296,0,9.6,405.166,145.419,14046,30.47,0.272,Foundry USA
734,7/21/12,8.702,34452,105366,28155,1866391,1.34E+13,4597,20224216,0.00506,0.00435,10.213,597.14,8.789,35578,24.755,0.284,F2Pool
733,7/20/12,8.695,36646,111117,28863,1866391,1.30E+13,4977,13719236,0.00889,0.00435,9.73,387.539,8.694,36117,24.786,0.506,AntPool
738,7/25/12,8.675,27167,71603,24061,1866391,1.48E+13,4702,8351558,0.00482,0.00434,9,322.78,17.524,31558,24.705,0.189,ViaBTC
730,7/17/12,8.65,35029,91280,31395,1794890,1.46E+13,5107,21315661,0.00497,0.00433,8.372,620.275,11.159,40266,24.914,0.235,Foundry USA
735,7/22/12,8.634,34705,91723,31011,1866391,1.37E+13,4909,14124791,0.0045,0.00432,9.29,423.127,8.21,38955,24.719,0.234,F2Pool
316,5/30/11,8.624,5183,14269,9516,434877,3.54E+12,18804,2320827,0.0311,0,9.351,434.997,162.91,12750,30.505,0.249,Binance Pool
313,5/27/11,8.6,4686,11232,8197,434877,4.94E+12,14574,4611091,0.0254,0,8.623,950.378,146.934,10813,30.468,0.171,AntPool
412,9/3/11,8.54,5780,17043,11237,1777774,1.31E+13,4732,1915556,0.00566,0,9.931,323.362,159.825,14464,28.88,0.0541,F2Pool
312,5/26/11,8.524,6671,9552,11233,277625,4.31E+12,29291,3519584,0.0271,0,4.865,505.188,148.405,14476,30.337,0.149,F2Pool
737,7/24/12,8.523,28208,76531,27119,1866391,1.43E+13,4798,14373873,0.00483,0.00426,8.944,523.399,11.553,38415,24.626,0.199,Foundry USA
409,8/31/11,8.495,7137,19005,13322,1777774,1.36E+13,4836,2241896,0.00704,0,9.29,307.733,153.685,17029,28.939,0.0779,Poolin
411,9/2/11,8.444,6870,18295,12588,1777774,1.30E+13,5065,2137717,0.0084,0,9.231,304.465,141.218,16099,28.941,0.0895,F2Pool
736,7/23/12,8.439,32557,97652,32066,1866391,1.37E+13,4343,17785712,0.00563,0.00422,10.213,558.235,14.867,42038,24.728,0.308,Foundry USA
314,5/28/11,8.425,4858,12685,8645,434877,3.57E+12,18335,1894868,0.0242,0,9.29,378.074,151.651,11640,30.441,0.185,AntPool
405,8/27/11,8.385,6239,24865,11723,1805701,1.17E+13,4380,22684889,0.00676,0,11.803,3566,148.063,20857,29.074,0.084,MARA Pool
315,5/29/11,8.35,4573,10621,8280,434877,3.55E+12,21192,2220955,0.0252,0,8,467.276,156.396,11196,30.486,0.159,Luxor
413,9/4/11,8.321,7124,40082,13084,1777774,1.19E+13,4676,14465534,0.0115,0,10.746,1993,91.516,17537,28.889,0.15,AntPool
410,9/1/11,8.205,7074,23727,12889,1777774,1.21E+13,4360,2697075,0.00651,0,11.163,374.551,144.762,16984,28.973,0.0885,F2Pool
384,8/6/11,8.145,6712,25981,11841,1888787,1.24E+13,4020,3089585,0.0292,0,11.803,452.152,117.899,20231,29.039,0.401,Foundry USA
729,7/16/12,8.091,31229,94310,29004,1751455,1.27E+13,4777,16617587,0.00552,0.00405,9.6,542.288,16.154,36801,25.02,0.284,unknown
311,5/25/11,7.945,5951,8473,10651,244112,3.68E+12,33178,3032888,0.0278,0,4.691,484.642,139.987,14562,30.4,0.143,F2Pool
414,9/5/11,7.861,6883,19751,12749,1777774,1.29E+13,4758,17811450,0.00819,0,9.231,2530,146.275,18243,28.858,0.0939,AntPool
386,8/8/11,7.85,7131,27122,13052,1888787,1.22E+13,4375,8134058,0.00875,0,10.588,1121,140.019,24628,29.439,0.119,Foundry USA
726,7/13/12,7.676,24393,70717,22999,1751455,1.36E+13,4604,18272521,0.00453,0.00384,8.834,772.488,15.14,31363,25.236,0.178,AntPool
300,5/14/11,7.659,4172,7606,7032,157416,1.82E+12,50944,13687679,0.0266,0,5.95,3101,86.584,8975,29.831,0.127,F2Pool
303,5/17/11,7.62,4207,7332,7753,157416,1.99E+12,49339,1629432,0.025,0,5.603,365.025,118.415,10497,30.243,0.114,AntPool
728,7/15/12,7.582,26205,81670,23229,1751455,1.34E+13,3961,9773468,0.00509,0.00379,10.286,390.287,13.126,30383,25.203,0.252,Foundry USA
727,7/14/12,7.571,22626,61443,22830,1751455,1.41E+13,4340,18257936,0.00513,0.00379,8.944,819.321,23.88,29899,25.18,0.191,AntPool
302,5/16/11,7.512,4102,7941,7763,157416,1.81E+12,51417,2089299,0.0268,0,5.83,480.441,112.678,11771,30.298,0.126,unknown
725,7/12/12,7.467,24153,71257,25740,1751455,1.22E+13,4582,9696066,0.00418,0.00373,9.6,425.769,15.057,34232,25.366,0.181,F2Pool
310,5/24/11,7.285,5566,7590,9922,244112,3.53E+12,30896,2581594,0.0276,0,4.816,440.17,143.425,13185,30.47,0.149,F2Pool
299,5/13/11,7.259,3857,9332,6581,157416,1.48E+12,50888,3286674,0.0217,0,6.957,808.747,78.035,9451,29.819,0.117,extras/pool_name
415,9/6/11,7.237,7679,23091,14460,1777774,1.33E+13,4112,22781634,0.00615,0,9.536,2910,180.63,18776,28.828,0.088,Luxor
385,8/7/11,7.218,6584,22344,12295,1888787,1.18E+13,3861,2629657,0.00717,0,11.429,392.033,122.254,20060,29.142,0.106,AntPool
724,7/11/12,7.175,31116,103152,26688,1751455,1.26E+13,3815,7949880,0.00442,0.00359,10.746,263.653,7.701,35353,24.964,0.287,Foundry USA
723,7/10/12,7.111,34930,101664,29296,1751455,1.32E+13,4050,15062811,0.00489,0.00356,9.6,438.516,8.885,37031,24.907,0.321,Foundry USA
304,5/18/11,7.036,5293,8108,9233,162534,2.22E+12,45683,1273158,0.0261,0,5,228.173,81.612,12939,30.38,0.144,Foundry USA
416,9/7/11,7.025,6954,22239,12886,1777774,1.33E+13,3587,4419019,0.00822,0,10.588,623.566,105.491,16824,29.257,0.122,Binance Pool
301,5/15/11,6.995,3550,7677,6352,157416,1.82E+12,42434,2179648,0.0294,0,6.545,578.231,106.388,8317,30.218,0.144,AntPool
539,1/8/12,6.95,6241,20340,9837,1178875,9.90E+12,5724,1934704,0.00415,0,8.834,379.945,98.969,14670,22.839,0.0469,Foundry USA
309,5/23/11,6.92,5459,8098,9347,244112,3.16E+12,31351,3170760,0.0227,0,5.035,551.964,102.9,12092,30.558,0.131,Poolin
722,7/9/12,6.907,24966,67122,24309,1751455,1.41E+13,3996,14357637,0.0044,0.00345,8.834,583.916,15.312,32282,24.932,0.196,F2Pool
546,1/15/12,6.876,6173,20803,9503,1250758,9.41E+12,5087,1514197,0.015,0,10.36,292.813,65.158,13549,23.227,0.197,Braiins Pool
417,9/8/11,6.864,6368,21843,11978,1777774,1.14E+13,3882,2665630,0.00503,0,11.163,410.357,106.728,15802,29.234,0.0738,Foundry USA
543,1/12/12,6.85,6541,20122,9864,1250758,1.03E+13,5177,1883094,0.0432,0,9.29,364.095,71.266,13881,23.144,0.541,AntPool
547,1/16/12,6.842,6799,19623,10642,1250758,9.50E+12,6328,2444233,0.0393,0,8.229,419.834,68.702,14874,23.19,0.455,Foundry USA
537,1/6/12,6.822,6473,21672,10244,1159929,9.67E+12,6035,3333381,0.00684,0,8.421,620.578,117.343,14909,22.891,0.0778,Foundry USA
721,7/8/12,6.781,20646,59182,20529,1751455,1.42E+13,3663,5229954,0.00378,0.00339,9.412,267.024,8.074,27913,24.991,0.151,Luxor
305,5/19/11,6.756,4492,11485,8217,244112,2.57E+12,22475,1226642,0.0244,0,8.421,263.062,74.213,11998,30.26,0.197,MARA Pool
538,1/7/12,6.753,5721,16620,9173,1159929,1.02E+13,6068,1522076,0.00529,0,7.826,354.654,104.026,13422,22.858,0.0502,ViaBTC
720,7/7/12,6.731,25449,63962,24718,1751455,1.42E+13,3961,27437304,0.0113,0.00337,8.675,1082,9.273,30940,24.989,0.517,unknown
540,1/9/12,6.705,5948,20310,9500,1250758,1.02E+13,5417,2378471,0.00718,0,8.78,483.58,94.497,14839,23.22,0.0798,Foundry USA
715,7/2/12,6.68,24995,68526,27772,1726567,1.30E+13,3913,7407358,0.00491,0.00334,9.474,314.447,8.521,36588,24.828,0.243,Luxor
542,1/11/12,6.675,6986,27435,10893,1250758,9.19E+12,5562,2088020,0.00545,0,9.412,359.723,72.964,16988,23.173,0.0761,AntPool
704,6/21/12,6.675,26646,92607,22118,1726567,1.17E+13,3902,6575995,0.00788,0.00334,10.588,259.103,4.917,29712,24.917,0.463,Foundry USA
713,6/30/12,6.67,22486,72062,24241,1726567,1.19E+13,3703,8943817,0.00414,0.00333,10.909,409.603,6.712,31929,24.94,0.212,AntPool
714,7/1/12,6.659,19134,56599,22207,1726567,1.19E+13,3986,8655829,0.00336,0.00333,10.141,462.787,6.656,31700,24.997,0.137,AntPool
719,7/6/12,6.659,23761,68078,21639,1751455,1.30E+13,3977,8834072,0.00459,0.00333,9.29,382.489,9.323,29349,25.007,0.212,AntPool
712,6/29/12,6.628,22731,65558,25102,1726567,1.22E+13,3985,16408573,0.00345,0.00331,9.863,729.469,7.408,33115,24.929,0.163,F2Pool
711,6/28/12,6.626,26385,85385,24933,1726567,1.23E+13,3688,22691016,0.00396,0.00331,10.511,866.478,7.424,32729,25.021,0.231,F2Pool
705,6/22/12,6.614,23427,80592,21852,1726567,1.13E+13,4059,14677617,0.00584,0.00331,10.435,636.784,5.754,29230,24.888,0.301,MARA Pool
716,7/3/12,6.605,22507,60377,25404,1726567,1.29E+13,4094,9139436,0.00363,0.0033,9,417.369,19.272,34699,24.864,0.155,Binance Pool
544,1/13/12,6.595,6707,21679,10357,1250758,8.46E+12,5463,2210023,0.00963,0,10.286,388.48,72.549,14496,23.195,0.143,F2Pool
718,7/5/12,6.59,21499,67732,20810,1751455,1.27E+13,3736,12968086,0.00388,0.0033,10,611.916,8.595,27923,24.997,0.177,Foundry USA
545,1/14/12,6.585,6657,19891,10513,1250758,9.29E+12,5327,1835826,0.0126,0,9.6,326.91,71.498,14564,23.253,0.174,AntPool
703,6/20/12,6.584,32101,105181,24132,1624711,1.09E+13,4389,10831625,0.00445,0.00329,9.931,348.855,4.415,32267,24.88,0.3,AntPool
710,6/27/12,6.553,30712,82729,29442,1726567,1.36E+13,3930,12642568,0.00388,0.00328,8.834,420.273,7.471,39099,24.808,0.224,F2Pool
706,6/23/12,6.488,22139,64139,21698,1726567,1.38E+13,3867,19246397,0.0052,0.00324,8.78,877.289,6.084,30258,24.852,0.217,AntPool
717,7/4/12,6.48,23014,67516,23084,1739840,1.37E+13,3544,14450738,0.00374,0.00324,9.6,635.589,16.076,31635,25.023,0.178,Foundry USA
699,6/16/12,6.45,43126,125257,31177,1583178,1.22E+13,4135,24763928,0.00413,0.00323,9.231,580.078,3.919,39347,24.941,0.354,extras/pool_name
551,1/20/12,6.421,6635,20794,10217,1250758,8.71E+12,5362,1811131,0.024,0,9.931,338.33,87.532,14194,23.487,0.348,MARA Pool
308,5/22/11,6.415,5030,8084,8815,244112,3.01E+12,26889,5636666,0.024,0,5.714,1067,128.397,10834,30.889,0.157,Foundry USA
702,6/19/12,6.404,35815,112799,26755,1583178,1.47E+13,3217,13236085,0.00451,0.0032,9.796,376.129,4.94,35547,24.905,0.344,unknown
707,6/24/12,6.389,22261,78239,21246,1726567,1.32E+13,3184,11810437,0.0042,0.00319,10.992,540.007,5.291,28503,24.978,0.224,Binance Pool
709,6/26/12,6.375,30086,88470,27701,1726567,1.27E+13,3738,10658889,0.00387,0.00319,9.664,362.181,5.058,35999,24.674,0.246,Poolin
541,1/10/12,6.344,6536,29590,10318,1250758,9.46E+12,4734,1975895,0.00475,0,10.213,366.895,70.104,16090,23.196,0.0709,Binance Pool
552,1/21/12,6.339,6202,18234,9599,1250758,1.03E+13,5048,1303668,0.00488,0,8.78,297.86,95.084,13525,23.506,0.0597,BTC.com
554,1/23/12,6.333,5930,15148,9611,1307728,1.03E+13,5225,1304509,0.0053,0,8.471,291.284,92.663,13216,23.49,0.06,ViaBTC
708,6/25/12,6.327,28559,83030,25470,1726567,1.25E+13,3896,11206594,0.00357,0.00316,9.351,399.135,4.686,33977,24.777,0.21,Foundry USA
555,1/24/12,6.323,7129,24017,10693,1307728,9.36E+12,4698,1897292,0.00865,0,10.36,328.6,78.234,14936,23.476,0.143,unknown
700,6/17/12,6.306,43745,114005,31232,1583178,1.29E+13,4028,8571457,0.00382,0.00315,8.78,202.101,3.026,39356,24.809,0.324,F2Pool
536,1/5/12,6.261,6847,24596,10809,1159929,8.12E+12,5674,3946631,0.00521,0,9.796,611.541,89.693,15384,22.976,0.0791,Foundry USA
701,6/18/12,6.255,38896,99762,30256,1583178,1.24E+13,4412,15381578,0.00448,0.00313,8.229,401.692,3.602,37604,24.891,0.319,AntPool
553,1/22/12,6.247,5189,16542,8097,1298931,9.68E+12,4391,1142725,0.00366,0,10.588,316.674,99.797,11404,23.534,0.0458,Foundry USA
698,6/15/12,6.227,54827,154174,36669,1583178,1.27E+13,3903,21192997,0.00381,0.00311,9.057,391.926,2.437,49087,24.891,0.422,AntPool
306,5/20/11,6.198,4575,9384,8307,244112,2.53E+12,26982,2140533,0.0236,0,6.545,446.433,148.994,11600,30.126,0.166,AntPool
550,1/19/12,6.14,6752,21161,10446,1250758,8.38E+12,5512,1943856,0.025,0,9.6,352.06,90.897,15093,23.51,0.374,F2Pool
548,1/17/12,6.134,6595,19495,10321,1250758,1.03E+13,4669,2164108,0.00712,0,9.172,394.595,77.285,14278,23.192,0.0997,ViaBTC
564,2/2/12,6.081,7005,21620,11480,1307728,9.59E+12,5050,1859646,0.0101,0,9.057,313.123,71.674,16105,23.594,0.149,Foundry USA
565,2/3/12,6.03,6892,20689,11423,1307728,1.10E+13,4318,1858989,0.00604,0,9.114,323.254,99.758,16554,23.561,0.0893,ViaBTC
556,1/25/12,6.02,7813,24961,11977,1307728,9.87E+12,4517,2059954,0.00591,0,9.73,314.106,71.349,16583,23.549,0.106,Foundry USA
421,9/12/11,6.009,6442,23149,12228,1777774,1.10E+13,3621,3728733,0.00501,0,10.827,567.384,95.934,16637,30.481,0.0824,Luxor
307,5/21/11,5.96,4744,8926,8501,244112,2.59E+12,25381,3897338,0.0265,0,6.545,785.14,186.619,10772,30.95,0.2,Binance Pool
697,6/14/12,5.941,61782,179319,38487,1583178,1.16E+13,4028,28435694,0.00372,0.00297,9.231,463.345,1.185,49646,24.986,0.495,ViaBTC
422,9/13/11,5.925,6377,18928,11535,1765183,1.23E+13,3425,2077970,0.00386,0,10.141,319.421,106.644,14870,30.449,0.0598,F2Pool
566,2/4/12,5.917,7080,21023,11203,1346207,1.03E+13,4529,1739513,0.00726,0,9.172,292.869,76.974,16362,23.641,0.113,ViaBTC
298,5/12/11,5.895,3192,8346,5360,157416,1.38E+12,36044,1225377,0.0134,0,8.521,364.636,64.609,7229,29.486,0.0901,AntPool
430,9/21/11,5.875,7538,25558,12742,1755425,1.28E+13,3340,2278871,0.00403,0,9.863,297.141,58.747,17933,30.669,0.0722,Foundry USA
572,2/10/12,5.871,8318,27452,11899,1379647,1.02E+13,3962,1544778,0.00295,0,10.435,219.679,40.988,16357,23.536,0.0615,F2Pool
696,6/13/12,5.829,56644,161051,37090,1583178,1.26E+13,3474,13885440,0.00391,0.00291,9.6,248.836,2.912,46734,25.073,0.505,Foundry USA
563,2/1/12,5.805,6361,20782,10532,1307728,9.38E+12,4367,2126460,0.00434,0,10.213,382.434,83.602,14973,23.552,0.0688,SBI Crypto
429,9/20/11,5.787,8005,28040,13256,1755425,1.13E+13,3592,2002786,0.00475,0,10.286,246.204,40.509,21913,30.185,0.0954,unknown
567,2/5/12,5.781,6632,21191,10610,1379647,1.02E+13,4029,1691839,0.00371,0,10.141,289.317,71.936,14857,23.625,0.0613,ViaBTC
418,9/9/11,5.78,7222,25378,13047,1777774,1.23E+13,3623,2313868,0.00614,0,9.351,313.814,115.037,18605,29.318,0.102,Foundry USA
573,2/11/12,5.754,7529,23083,10910,1379647,9.58E+12,4507,2261162,0.00299,0,9.6,337.618,48.448,15288,23.416,0.0532,unknown
549,1/18/12,5.735,6519,24735,10350,1250758,9.14E+12,4024,1753383,0.00954,0,11.25,320.321,93.135,14741,23.233,0.172,Binance Pool
423,9/14/11,5.72,6054,17926,11236,1755425,1.28E+13,3276,1684541,0.00357,0,9.863,272.437,122.027,14793,30.398,0.053,Foundry USA
571,2/9/12,5.715,7343,23140,11280,1379647,9.62E+12,4311,1153120,0.00577,0,9.931,205.56,57.093,15120,23.543,0.104,F2Pool
297,5/11/11,5.65,2899,7044,5182,157416,1.46E+12,36942,995617,0.0156,0,7.539,322.252,103.734,7085,29.336,0.0891,ViaBTC
695,6/12/12,5.648,18087,58803,16681,1583178,1.10E+13,4017,14261857,0.00352,0.00282,9.231,799.263,5.727,23493,24.815,0.145,unknown
570,2/8/12,5.645,6879,21060,10803,1379647,9.53E+12,4299,1328367,0.0042,0,9.931,243.03,71.691,14594,23.552,0.072,AntPool
691,6/8/12,5.612,23756,78306,20884,1583178,1.13E+13,3506,30388243,0.0039,0.00281,10.213,1281,5.523,28266,24.695,0.235,ViaBTC
692,6/9/12,5.596,32879,84899,23960,1583178,1.27E+13,3781,7497577,0.00387,0.0028,8.421,234.649,3.93,31539,25.073,0.266,Foundry USA
569,2/7/12,5.586,6875,22061,10614,1379647,9.75E+12,3929,1437572,0.0054,0,10.511,250.446,66.013,14708,23.568,0.0988,MARA Pool
574,2/12/12,5.572,6872,19537,10428,1379647,1.08E+13,4063,1443183,0.00314,0,9.114,252.33,57.614,14178,23.401,0.0501,F2Pool
557,1/26/12,5.57,6460,22014,10121,1307728,8.73E+12,4409,1954299,0.00772,0,10.435,349.9,75.052,14442,23.505,0.132,Foundry USA
568,2/6/12,5.556,5990,18669,9807,1379647,1.01E+13,4031,1465193,0.00398,0,9.863,287.536,72.264,13894,23.598,0.0602,AntPool
431,9/22/11,5.536,5991,17917,10797,1755425,1.29E+13,3168,1677465,0.0035,0,9.73,273.829,83.034,17540,30.593,0.0524,Foundry USA
690,6/7/12,5.529,33064,104436,25783,1589257,1.10E+13,3495,26473181,0.00358,0.00276,10.36,805.067,6.252,35385,24.713,0.308,SBI Crypto
694,6/11/12,5.522,32391,100591,24777,1583178,1.30E+13,2986,16530801,0.00311,0.00276,10.286,515.474,2.976,32608,24.846,0.261,ViaBTC
693,6/10/12,5.514,40555,102631,27083,1583178,1.30E+13,3544,17845697,0.00344,0.00276,8.675,444.726,2.641,33833,24.981,0.306,Foundry USA
433,9/24/11,5.507,5599,20754,10296,1755425,1.10E+13,3223,1239196,0.0066,0,11.163,216.923,114.939,19433,30.525,0.106,AntPool
560,1/29/12,5.503,6259,17906,9838,1307728,1.01E+13,4648,1495524,0.194,0,8.623,293.616,61.161,14391,23.564,2.64,ViaBTC
432,9/23/11,5.487,6195,20038,11003,1755425,1.24E+13,2934,1853645,0.00375,0,10.827,293.507,120.387,19994,30.511,0.0649,Foundry USA
562,1/31/12,5.487,6775,21845,10999,1307728,1.07E+13,3837,1421752,0.00582,0,9.6,267.624,88.387,15626,23.584,0.0978,Foundry USA
559,1/28/12,5.459,5765,19058,9364,1307728,9.61E+12,4123,1023699,0.0086,0,9.931,228.595,70.403,13053,23.503,0.128,F2Pool
689,6/6/12,5.45,15784,47759,17917,1591075,1.26E+13,3317,13381460,0.00389,0.00273,9.412,855.582,18.879,24162,24.738,0.149,unknown
561,1/30/12,5.435,5981,15711,9780,1307728,1.11E+13,4241,1350266,0.0265,0,8.372,287.085,98.6,13507,23.565,0.347,unknown
575,2/13/12,5.387,7855,26315,11910,1379647,1.05E+13,3517,1968659,0.0036,0,10.511,284.506,55.43,16251,23.638,0.078,F2Pool
434,9/25/11,5.375,5585,18980,9894,1755425,1.21E+13,3034,1551787,0.00324,0,10.511,271.784,79.286,19237,30.428,0.0503,F2Pool
606,3/15/12,5.36,6163,25002,10305,1496979,9.35E+12,3470,2282739,0.00314,0,11.901,415.215,73.698,15146,22.854,0.0609,AntPool
688,6/5/12,5.353,44217,128077,33196,1591075,1.12E+13,3535,24014390,0.00365,0.00268,9.796,546.275,3.226,40966,24.728,0.41,Foundry USA
607,3/16/12,5.346,6782,20130,10997,1497899,1.04E+13,3949,2395115,0.00695,0,9.412,386.031,82.587,16246,22.849,0.118,Binance Pool
428,9/19/11,5.331,6526,24197,11878,1755425,1.23E+13,2746,1743301,0.00484,0,11.339,263.149,68.768,16062,30.251,0.0951,Foundry USA
605,3/14/12,5.331,6758,26045,11251,1496979,1.11E+13,3295,2783667,0.00409,0,10.511,467.58,87.855,16186,22.753,0.0771,MARA Pool
643,4/21/12,5.329,7047,22122,11520,1577913,1.17E+13,3507,6277202,0.00373,0,9.351,903.036,74.924,16314,23.991,0.0654,AntPool
420,9/11/11,5.319,6318,23373,11895,1777774,1.21E+13,2749,5391238,0.00429,0,11.52,836.799,79.784,15421,30.301,0.0831,unknown
558,1/27/12,5.316,6196,21301,9845,1307728,9.21E+12,4084,1574839,0.0197,0,10.213,296.8,70.637,14435,23.501,0.333,F2Pool
608,3/17/12,5.28,6706,18060,11271,1498294,1.21E+13,3698,2163665,0.0028,0,8.471,352.975,54.012,16085,22.816,0.0429,Foundry USA
685,6/2/12,5.262,12640,36148,15042,1591075,1.25E+13,3370,10134714,0.00297,0.00263,9,815.262,14.964,20567,24.832,0.0902,AntPool
609,3/18/12,5.248,5879,16294,9637,1498294,1.23E+13,3406,1650380,0.00288,0,9,322.779,62.742,13886,22.823,0.0414,Poolin
642,4/20/12,5.244,8131,28147,13573,1577913,1.27E+13,3190,14714130,0.00466,0,9.351,1808,107.066,19346,24.011,0.0955,AntPool
687,6/4/12,5.243,45783,130169,32333,1591075,1.22E+13,3353,24095730,0.00329,0.00262,9.29,529.294,2.16,41573,24.767,0.371,Foundry USA
533,1/2/12,5.239,5259,19040,8281,1159929,8.68E+12,4562,1126956,0.00553,0,9.536,247.02,64.755,11914,22.968,0.0756,AntPool
684,6/1/12,5.237,26917,79468,22376,1591075,1.09E+13,3653,15239810,0.00319,0.00262,9.474,573.098,5.375,29059,24.867,0.217,Foundry USA
644,4/22/12,5.232,6214,21101,10502,1577913,1.16E+13,3146,4746706,0.0041,0,10.286,780.267,58.483,14698,24.104,0.071,F2Pool
424,9/15/11,5.23,6318,18159,11851,1755425,1.27E+13,3207,1521029,0.00606,0,9.231,235.412,104.645,15457,30.341,0.0961,Foundry USA
535,1/4/12,5.227,5582,19270,8793,1159929,9.19E+12,4244,1843718,0.0133,0,9.664,358.591,79.424,12470,22.931,0.195,F2Pool
686,6/3/12,5.227,33448,95880,24997,1591075,1.28E+13,3142,8708471,0.00301,0.00261,9.412,268.139,4.201,30392,24.872,0.252,Foundry USA
683,5/31/12,5.158,20875,68826,21525,1591075,1.14E+13,3118,24417787,0.0031,0.00258,10.435,1174,10.367,28411,25.399,0.182,Foundry USA
681,5/29/12,5.145,29690,105478,25114,1591075,1.06E+13,3058,16017628,0.00294,0.00257,11.429,545.746,7.283,34268,25.637,0.27,Foundry USA
682,5/30/12,5.142,25449,88056,21867,1591075,1.00E+13,3375,12002418,0.00381,0.00257,10.992,479.353,6.195,28548,25.684,0.289,Foundry USA
680,5/28/12,5.133,29746,93271,23036,1591075,1.16E+13,3157,10683897,0.00336,0.00257,10.141,365.797,4.118,29594,25.617,0.275,Foundry USA
677,5/25/12,5.132,28878,104320,23287,1591075,9.57E+12,3256,12251729,0.00343,0.00257,11.901,430.419,5.132,30112,25.646,0.319,Foundry USA
676,5/24/12,5.129,26464,94460,22032,1699096,1.09E+13,2940,5533670,0.00376,0.00256,11.52,216.523,4.704,28067,25.612,0.311,Foundry USA
641,4/19/12,5.128,7743,23558,12428,1577913,1.14E+13,3530,3261366,0.00387,0,9.172,445.409,78.466,17782,23.806,0.076,Binance Pool
679,5/27/12,5.121,26288,72716,20596,1591075,1.23E+13,3305,10065650,0.00342,0.00256,9.057,390.031,5.118,26295,25.623,0.222,Foundry USA
675,5/23/12,5.119,27302,93793,22842,1733208,1.05E+13,3177,9045806,0.00358,0.00256,11.077,335.903,5.072,29616,25.547,0.294,F2Pool
647,4/25/12,5.116,7430,27268,12494,1577913,1.06E+13,3069,4967915,0.00381,0,11.339,685.197,47.441,17454,23.934,0.0885,Foundry USA
648,4/26/12,5.115,9944,27323,13977,1577913,1.11E+13,3585,9253333,0.00638,0.00256,9.29,936.987,37.598,19169,24.034,0.162,ViaBTC
671,5/19/12,5.112,35255,104530,25731,1733208,1.24E+13,3094,6027189,0.00462,0.00256,9.664,176.903,2.689,31604,25.185,0.427,F2Pool
670,5/18/12,5.109,24336,75596,20796,1733208,1.17E+13,3170,9304344,0.0036,0.00255,9.931,390.029,3.175,26161,25.233,0.237,AntPool
678,5/26/12,5.109,23137,70946,19745,1591075,1.05E+13,3454,24389613,0.00344,0.00255,10.141,1059,4.178,25650,25.641,0.22,ViaBTC
649,4/27/12,5.104,7060,24958,11853,1528103,1.04E+13,3331,7239064,0.00498,0,10.667,1036,65.976,17202,24.021,0.104,Binance Pool
655,5/3/12,5.104,13845,38871,16548,1508590,1.17E+13,3433,5876026,0.00416,0.00255,9.172,440.72,14.894,21860,23.729,0.145,unknown
672,5/20/12,5.104,31322,99269,23612,1733208,1.22E+13,2889,10048733,0.00326,0.00255,10.435,326.448,4.283,29540,25.21,0.29,F2Pool
435,9/26/11,5.1,5505,17949,10158,1755425,1.14E+13,2996,1417325,0.00272,0,10.746,251.858,81.145,17763,30.378,0.0449,F2Pool
440,10/1/11,5.1,5231,16107,9693,1689334,1.05E+13,3482,2099045,0.00355,0,10.07,390.958,95.568,12999,30.261,0.0523,Foundry USA
673,5/21/12,5.1,31478,110218,24094,1733208,1.19E+13,2706,19193835,0.00317,0.00255,11.429,615.195,3.069,30355,25.232,0.311,unknown
674,5/22/12,5.099,23365,90642,21176,1733208,1.03E+13,2865,20507961,0.00279,0.00255,12.522,880.986,5.53,27516,25.475,0.223,F2Pool
669,5/17/12,5.094,16819,67869,17267,1733208,1.05E+13,2832,17223994,0.00355,0.00255,12.414,1038,5.723,22569,25.216,0.203,MARA Pool
656,5/4/12,5.088,13937,39016,16649,1508590,1.22E+13,3364,5436985,0.00382,0.00254,8.944,403.724,10.365,22678,23.664,0.131,Foundry USA
645,4/23/12,5.082,6969,24795,11746,1577913,1.17E+13,2932,3748969,0.00312,0,10.667,556.426,59.866,16735,24.079,0.0646,AntPool
604,3/13/12,5.08,7235,24723,12011,1496979,1.20E+13,3405,2311691,0.00795,0,9,361.704,70.275,16821,22.681,0.144,Foundry USA
657,5/5/12,5.072,12831,34066,15209,1508590,1.18E+13,3580,5807441,0.00311,0.00254,8.623,466.799,10.761,20017,23.732,0.0954,Foundry USA
660,5/8/12,5.069,17543,44137,18495,1508590,1.37E+13,3255,19380582,0.00358,0.00253,8.182,1113,9.979,23786,24.333,0.142,ViaBTC
658,5/6/12,5.064,10986,34626,14108,1508590,1.27E+13,3281,3031036,0.00339,0.00253,8.78,295.518,15.086,22198,24.321,0.091,F2Pool
668,5/16/12,5.063,17957,70625,19189,1733208,1.01E+13,3036,17130111,0.00367,0.00253,11.901,961.183,7.379,25541,24.983,0.216,AntPool
